,tissue
GTEX-PWO3-0926-SM-2I5EY,BRAIN
GTEX-11TT1-0526-SM-5P9JO,ESOPHAGUS
GTEX-WY7C-1326-SM-4ONCX,ESOPHAGUS
GTEX-WFG8-0126-SM-4LVMH,ADRENAL GLAND
GTEX-13SLX-0526-SM-5S2ON,SKIN
GTEX-11P81-1526-SM-5P9GS,OVARY
GTEX-RU72-0926-SM-2TF6B,SKIN
GTEX-11TTK-0008-SM-5S2RU,SKIN
GTEX-13FLV-0011-R10b-SM-5LZZ2,BRAIN
GTEX-1212Z-2526-SM-5EGKP,SKIN
GTEX-13X6J-0011-R7b-SM-5PNUC,BRAIN
GTEX-144GL-0011-R4a-SM-5PNUI,BRAIN
GTEX-11P81-2226-SM-5PNYI,SKIN
GTEX-147GR-0011-R9a-SM-5S2UY,BRAIN
GTEX-ZDXO-0011-R10a-SM-4WWD8,BRAIN
GTEX-13O3O-3026-SM-5KM42,BRAIN
GTEX-P44H-0011-R10A-SM-2XCEK,BRAIN
GTEX-RWS6-1326-SM-47JXB,UTERUS
GTEX-OIZI-0726-SM-2XCEI,THYROID
GTEX-WH7G-2026-SM-3NMBL,SKIN
GTEX-ZEX8-1326-SM-4WWEW,ESOPHAGUS
GTEX-12WSI-0826-SM-5EGKD,LUNG
GTEX-ZVP2-1326-SM-57WCE,ESOPHAGUS
GTEX-1269C-0926-SM-5FQSR,LUNG
GTEX-13OW7-0826-SM-5L3EL,THYROID
GTEX-ZTTD-2826-SM-4YCFA,SKIN
GTEX-13O3Q-0626-SM-5IJG1,THYROID
GTEX-145MH-0011-R8a-SM-5PNUL,BRAIN
GTEX-144FL-1526-SM-5Q5CA,PANCREAS
GTEX-Q2AH-1626-SM-3GAF8,SKIN
GTEX-14753-0726-SM-5QGQO,SKIN
GTEX-YEC3-0626-SM-5IFHZ,PANCREAS
GTEX-12WSN-0826-SM-5GCOF,PANCREAS
GTEX-RVPU-0008-SM-3NM8B,SKIN
GTEX-OXRN-2426-SM-2I5EQ,BRAIN
GTEX-WL46-0008-SM-4OOSW,SKIN
GTEX-13QBU-1226-SM-5LU4G,SKIN
GTEX-SUCS-1326-SM-4DM5T,TESTIS
GTEX-YB5E-0326-SM-5IFHU,LIVER
GTEX-12WSD-0826-SM-5GCNE,LUNG
GTEX-1477Z-0011-R10b-SM-5S2RF,BRAIN
GTEX-YFC4-0011-R4a-SM-4RGLQ,BRAIN
GTEX-144GO-0126-SM-5LUAO,THYROID
GTEX-139T6-1526-SM-5P9G6,PROSTATE
GTEX-ZDTS-0926-SM-4WAXG,THYROID
GTEX-SUCS-1926-SM-32PM3,SKIN
GTEX-11OF3-2226-SM-5986F,ESOPHAGUS
GTEX-13FLV-0011-R4a-SM-5LZYU,BRAIN
GTEX-13O3O-0011-R1b-SM-5KM2K,BRAIN
GTEX-ZE7O-1126-SM-57WC8,THYROID
GTEX-13112-0011-R7b-SM-5DUVW,BRAIN
GTEX-ZQG8-1626-SM-5HL6H,SKIN
GTEX-11EQ9-1026-SM-5H134,PANCREAS
GTEX-113JC-0126-SM-5EGJW,THYROID
GTEX-14A6H-2426-SM-5Q5BO,THYROID
GTEX-ZYVF-2726-SM-5GID4,STOMACH
GTEX-XBEW-1326-SM-4AT63,ESOPHAGUS
GTEX-132AR-2526-SM-5PNVM,ESOPHAGUS
GTEX-13RTK-0226-SM-5RQHR,STOMACH
GTEX-T6MO-0726-SM-4DM58,STOMACH
GTEX-QMR6-0011-R8A-SM-32PKJ,BRAIN
GTEX-X4EP-0011-R10B-SM-4QASJ,BRAIN
GTEX-Y8LW-0726-SM-5IFI1,ESOPHAGUS
GTEX-11ZTS-0011-R1a-SM-5BC71,BRAIN
GTEX-11WQC-0726-SM-5EQMR,LIVER
GTEX-Y5V6-0526-SM-4VBRV,THYROID
GTEX-S3XE-1326-SM-4AD4H,PROSTATE
GTEX-ZLV1-0126-SM-4WWBZ,THYROID
GTEX-U4B1-0126-SM-4DXSN,ADRENAL GLAND
GTEX-11EQ9-0526-SM-5A5JZ,LIVER
GTEX-13O61-1126-SM-5L3FI,STOMACH
GTEX-ZZPU-0526-SM-5E44U,LUNG
GTEX-PWO3-0011-R1A-SM-2I5EW,BRAIN
GTEX-13FHP-0011-R1b-SM-5K7XL,BRAIN
GTEX-13NYC-2426-SM-5MR3K,THYROID
GTEX-13N1W-0011-R6a-SM-5MR43,BRAIN
GTEX-13SLX-0011-R2b-SM-5S2VP,BRAIN
GTEX-ZVT3-0726-SM-5GICN,THYROID
GTEX-T6MO-0326-SM-32QOK,BREAST
GTEX-13RTL-0011-R1a-SM-5PNZ8,BRAIN
GTEX-YFC4-2626-SM-5P9FQ,THYROID
GTEX-QV31-0526-SM-447C3,ESOPHAGUS
GTEX-146FH-0126-SM-5QGPP,SKIN
GTEX-13FHO-0011-R6b-SM-5LZX1,BRAIN
GTEX-ZDTT-2126-SM-5S2O7,BREAST
GTEX-11DXZ-2026-SM-5987S,SKIN
GTEX-131XF-0926-SM-5BC69,ESOPHAGUS
GTEX-13RTJ-0011-R1a-SM-5O9D9,BRAIN
GTEX-1212Z-1026-SM-5EGJ8,LUNG
GTEX-11UD1-0011-R2b-SM-5BC6O,BRAIN
GTEX-13S86-1226-SM-5S2OA,BREAST
GTEX-YECK-0326-SM-4W1YS,SKIN
GTEX-13SLW-0011-R4b-SM-5S2W2,BRAIN
GTEX-12WSK-0826-SM-5CVNP,LUNG
GTEX-XBEW-0226-SM-4AT6A,LUNG
GTEX-145MG-0826-SM-5Q5C2,THYROID
GTEX-13QIC-1526-SM-5IJFL,OVARY
GTEX-145LT-1226-SM-5Q5BZ,ESOPHAGUS
GTEX-RUSQ-1526-SM-2TF62,SKIN
GTEX-11EM3-1326-SM-5N9C6,BREAST
GTEX-YFC4-3026-SM-5IFJK,BRAIN
GTEX-QCQG-1426-SM-48U22,OVARY
GTEX-ZE9C-0011-R3a-SM-4WKGT,BRAIN
GTEX-13PVR-0426-SM-5RQK2,SKIN
GTEX-RVPV-0526-SM-47JYL,ESOPHAGUS
GTEX-12WSN-1426-SM-5GCO6,SKIN
K-562-SM-4RGL3,BONE MARROW
GTEX-R55G-1626-SM-48FF4,UTERUS
GTEX-11PRG-0926-SM-5EGI8,LUNG
GTEX-13O3P-1326-SM-5K7Y8,ESOPHAGUS
GTEX-145MH-2926-SM-5Q5D2,BRAIN
GTEX-S4Q7-0008-SM-3NM8A,SKIN
GTEX-13N11-0326-SM-5LUA3,LUNG
GTEX-13FLV-0011-R7b-SM-5K7WW,BRAIN
GTEX-N7MS-2425-SM-26GMU,BRAIN
GTEX-U3ZH-1426-SM-4DXSR,BREAST
GTEX-12WSH-0008-SM-5S2V1,SKIN
GTEX-ZAB4-1126-SM-5HL86,ESOPHAGUS
GTEX-XUZC-0926-SM-4BOQF,UTERUS
GTEX-1497J-0226-SM-5QGPU,SKIN
GTEX-WZTO-2126-SM-4PQYW,STOMACH
GTEX-QLQ7-0926-SM-447BC,ESOPHAGUS
GTEX-V1D1-0726-SM-4JBH7,PANCREAS
GTEX-WOFM-0326-SM-4OOSL,PROSTATE
GTEX-TMMY-2226-SM-4DXTN,UTERUS
GTEX-145MF-1726-SM-5LU9H,TESTIS
GTEX-XLM4-1526-SM-5S2S1,TESTIS
GTEX-ZPIC-1426-SM-4WWCP,OVARY
GTEX-ZP4G-2426-SM-57WEY,SKIN
GTEX-X8HC-0126-SM-4E3JW,SKIN
GTEX-OHPK-0526-SM-2HMJB,LUNG
GTEX-ZDTS-0008-SM-4E3I8,SKIN
GTEX-13W46-1926-SM-5J2MF,ESOPHAGUS
GTEX-1313W-0011-R1b-SM-5EQ4A,BRAIN
GTEX-1497J-2726-SM-5SI9W,ESOPHAGUS
GTEX-WHPG-0008-SM-4M1ZQ,SKIN
GTEX-QVJO-1325-SM-2S1QX,BRAIN
GTEX-145MO-1326-SM-5Q5EF,LUNG
GTEX-145MI-0011-R11a-SM-5P9JZ,BRAIN
GTEX-RVPU-0011-R11A-SM-2XCAF,BRAIN
GTEX-13FXS-0011-R5b-SM-5LZYE,BRAIN
GTEX-13U4I-2526-SM-5SI8Z,STOMACH
GTEX-145LT-1426-SM-5O9B3,STOMACH
GTEX-11OF3-0126-SM-5PNYF,SKIN
GTEX-OIZG-0226-SM-2TC5L,THYROID
GTEX-12WSD-1426-SM-5GCN9,LIVER
GTEX-OXRK-0226-SM-2YUN1,SKIN
GTEX-R55G-0008-SM-48FEX,SKIN
GTEX-PWCY-1826-SM-2S1OK,SKIN
GTEX-W5WG-1826-SM-4KL2Y,SKIN
GTEX-R45C-1226-SM-48FEE,ESOPHAGUS
GTEX-X5EB-1926-SM-4E3IW,SKIN
GTEX-XQ3S-2726-SM-4BOP2,TESTIS
GTEX-12WSD-2026-SM-5HL7D,ESOPHAGUS
GTEX-13NYB-0011-R8a-SM-5KM4R,BRAIN
GTEX-11UD2-2526-SM-5CVNU,SKIN
GTEX-13PVQ-0011-R4a-SM-5O9CT,BRAIN
GTEX-1212Z-0011-R1b-SM-5BC72,BRAIN
GTEX-P44G-0011-R7A-SM-2I3F9,BRAIN
GTEX-13VXU-0011-R11b-SM-5O9DJ,BRAIN
GTEX-12WSL-2026-SM-5GCML,SKIN
GTEX-139TS-2826-SM-5J1OO,SKIN
GTEX-12WSA-1426-SM-5EGJU,ESOPHAGUS
GTEX-14BMV-2326-SM-5RQJ4,PROSTATE
GTEX-ZP4G-0626-SM-4WWF1,OVARY
GTEX-131YS-2226-SM-5P9G8,OVARY
GTEX-TMMY-1126-SM-4DXSX,ESOPHAGUS
GTEX-SE5C-0008-SM-4B64J,SKIN
GTEX-132AR-0326-SM-5KM2C,SKIN
GTEX-OXRO-0326-SM-33HBM,LUNG
K-562-SM-5PNU4,BONE MARROW
GTEX-12WSB-0011-R7b-SM-5GU6V,BRAIN
GTEX-12WSM-1326-SM-5GCP9,TESTIS
GTEX-13PL7-1026-SM-5MR5C,ADRENAL GLAND
GTEX-14ABY-0011-R9a-SM-5PNZK,BRAIN
GTEX-ZPU1-1526-SM-4YCFF,ESOPHAGUS
GTEX-ZE9C-0008-SM-4E3K6,SKIN
GTEX-139YR-1726-SM-5IFFK,ESOPHAGUS
GTEX-R55D-1526-SM-48FEJ,STOMACH
GTEX-12C56-1526-SM-5FQUQ,SKIN
GTEX-XPVG-2126-SM-4B667,SKIN
GTEX-T6MO-1626-SM-32QOM,SKIN
GTEX-13CZV-0011-R10b-SM-5LZYD,BRAIN
GTEX-ZF2S-1126-SM-4WKHH,ESOPHAGUS
GTEX-UJHI-1526-SM-3DB99,SKIN
GTEX-S32W-0126-SM-4AD61,ADRENAL GLAND
GTEX-OHPN-0011-R2A-SM-2I5FB,BRAIN
GTEX-XMK1-0326-SM-4B652,PANCREAS
GTEX-X585-0008-SM-46MU4,SKIN
GTEX-ZYFG-0926-SM-5BC5U,ADRENAL GLAND
GTEX-OHPK-1326-SM-3MJGN,ADRENAL GLAND
GTEX-ZVP2-0008-SM-51MSL,SKIN
GTEX-ZE7O-0011-R7a-SM-57WCU,BRAIN
GTEX-11DXW-1126-SM-5H12Q,BRAIN
GTEX-WXYG-0008-SM-4ONDU,SKIN
GTEX-X585-0011-R2B-SM-46MVF,BRAIN
GTEX-14BIL-0126-SM-5SI92,SKIN
GTEX-Q2AI-0626-SM-48TZU,ESOPHAGUS
GTEX-131XG-2626-SM-5KM17,SKIN
GTEX-RM2N-0326-SM-48FD8,PANCREAS
GTEX-QDT8-0011-R3A-SM-32PKR,BRAIN
GTEX-13N2G-0011-R3b-SM-5MR5G,BRAIN
GTEX-13SLW-0626-SM-5Q5ER,SKIN
GTEX-YB5E-1026-SM-5IFI2,ESOPHAGUS
GTEX-ZAJG-0726-SM-5HL9A,THYROID
GTEX-WWYW-0008-SM-4MVPF,SKIN
GTEX-Y3I4-0426-SM-4TT29,LUNG
GTEX-OIZI-1026-SM-3NB1K,LUNG
GTEX-P4PP-0726-SM-3NM9S,ESOPHAGUS
GTEX-13FTW-1226-SM-5LZZ1,PROSTATE
GTEX-13PL6-3126-SM-5LUAR,BRAIN
GTEX-WY7C-2126-SM-3NB2R,SKIN
GTEX-ZYFD-0826-SM-5NQ9A,THYROID
GTEX-ZQUD-0126-SM-4YCDY,THYROID
GTEX-NPJ8-1526-SM-2D7VU,BRAIN
GTEX-TKQ2-0926-SM-4DXU5,STOMACH
GTEX-12WSD-0011-R5b-SM-5CVNG,BRAIN
GTEX-S4P3-0426-SM-4AD56,ESOPHAGUS
GTEX-Y9LG-1726-SM-4VBQE,TESTIS
GTEX-132NY-2026-SM-5L3FM,ESOPHAGUS
GTEX-12WSD-0626-SM-5GCMW,SKIN
GTEX-XUZC-1726-SM-4BRWS,SKIN
GTEX-131XW-0011-R11a-SM-5DUV9,BRAIN
GTEX-111YS-0926-SM-5EGGI,ESOPHAGUS
GTEX-12WSG-0726-SM-5EGIG,ADRENAL GLAND
GTEX-13N2G-0226-SM-5K7VF,SKIN
GTEX-X4XY-0826-SM-4E3JM,THYROID
GTEX-WYVS-1726-SM-3NMAY,BREAST
GTEX-1497J-2126-SM-5NQB8,ESOPHAGUS
GTEX-X585-0226-SM-4QAS2,SKIN
GTEX-X3Y1-0626-SM-3P5YS,LUNG
GTEX-131YS-3026-SM-5EGHY,BRAIN
GTEX-YEC3-1426-SM-4WWEM,STOMACH
GTEX-RU1J-0326-SM-46MUM,ESOPHAGUS
GTEX-T5JW-1426-SM-4DM5Q,ESOPHAGUS
GTEX-12WSJ-1126-SM-5LZVJ,SKIN
GTEX-13D11-1926-SM-5IFGB,ESOPHAGUS
GTEX-139YR-1526-SM-5IFJ1,PANCREAS
GTEX-13IVO-0011-R8a-SM-5L3DY,BRAIN
GTEX-145LT-0126-SM-5S2QJ,ADRENAL GLAND
GTEX-131YS-0011-R5b-SM-5K7YB,BRAIN
GTEX-QDVJ-0926-SM-2I5FU,LUNG
GTEX-1313W-0726-SM-5EGK1,THYROID
GTEX-ZYWO-0826-SM-5E45W,LUNG
GTEX-RWSA-1326-SM-47JX9,ESOPHAGUS
GTEX-OHPL-0008-SM-4E3I9,SKIN
GTEX-145MI-0011-R6a-SM-5PNZA,BRAIN
GTEX-WK11-0526-SM-3NB3O,LUNG
GTEX-XMD1-0011-R8A-SM-4AT48,BRAIN
GTEX-QLQ7-1626-SM-2S1R8,SKIN
GTEX-TKQ2-0226-SM-4DM6V,ADRENAL GLAND
GTEX-13FHO-1726-SM-5IFGM,ESOPHAGUS
GTEX-W5X1-0426-SM-3GILB,THYROID
GTEX-14ABY-0011-R11a-SM-5SI7C,BRAIN
GTEX-N7MT-0011-R2a-SM-2I3GI,BRAIN
GTEX-145ME-0426-SM-5S2QP,ESOPHAGUS
GTEX-XQ8I-1126-SM-4BOO2,LUNG
GTEX-1399U-0926-SM-5IFHA,PANCREAS
GTEX-11WQC-1826-SM-5GU59,SKIN
GTEX-13O1R-0726-SM-5IJEI,TESTIS
GTEX-XMD2-1326-SM-4YCET,ESOPHAGUS
GTEX-11XUK-0826-SM-5GU6P,ESOPHAGUS
GTEX-UJHI-1226-SM-4IHLR,OVARY
GTEX-1269C-0626-SM-5FQSS,LIVER
GTEX-ZF29-1026-SM-4WKGC,LUNG
GTEX-P44H-0011-R5A-SM-2XCEX,BRAIN
GTEX-ZYY3-1926-SM-5GZXS,THYROID
GTEX-X4XX-0011-R7A-SM-46MWR,BRAIN
GTEX-1399T-0011-R2b-SM-5DUXM,BRAIN
GTEX-13FXS-0226-SM-5IJCK,SKIN
GTEX-RNOR-0126-SM-2TF57,SKIN
GTEX-12126-0326-SM-5PNW3,SKIN
GTEX-O5YV-0526-SM-26GMJ,LUNG
GTEX-ZT9W-1526-SM-4YCDE,STOMACH
GTEX-12ZZX-0011-R8a-SM-5DUW8,BRAIN
GTEX-13O3P-1226-SM-5J2O8,ESOPHAGUS
GTEX-QEG5-0008-SM-4R1KL,SKIN
GTEX-13S7M-0126-SM-5SI6A,SKIN
GTEX-ZUA1-0011-R3a-SM-4YCEE,BRAIN
GTEX-13OVH-0526-SM-5L3E6,SKIN
GTEX-ZVT3-0126-SM-5GU6I,SKIN
GTEX-XBED-1026-SM-48TCB,ESOPHAGUS
K-562-SM-4U82S,BONE MARROW
GTEX-139UC-0011-R11a-SM-5KM3J,BRAIN
GTEX-1122O-0008-SM-5QGR2,SKIN
GTEX-13RTJ-3126-SM-5S2Q4,BRAIN
GTEX-14753-0926-SM-5Q5BI,THYROID
GTEX-13CF3-1626-SM-5IFG9,ESOPHAGUS
GTEX-11UD2-0726-SM-5EQ69,LUNG
GTEX-132AR-1126-SM-5P9GA,THYROID
GTEX-131XE-1926-SM-5IFER,PANCREAS
GTEX-WH7G-0726-SM-5EQ6C,LUNG
GTEX-1212Z-2126-SM-5FQTM,ESOPHAGUS
GTEX-N7MT-1226-SM-2TC6K,BRAIN
GTEX-NL4W-0011-R6a-SM-2I3GA,BRAIN
GTEX-13U4I-0126-SM-5LU38,SKIN
GTEX-WZTO-0011-R4A-SM-3NMC7,BRAIN
GTEX-QMRM-0926-SM-447BR,ESOPHAGUS
GTEX-13CF2-0011-R5a-SM-5LZWS,BRAIN
GTEX-11TUW-0226-SM-5LU8X,THYROID
GTEX-V955-0326-SM-4JBGV,PANCREAS
GTEX-12584-0126-SM-5EGKQ,SKIN
GTEX-UPJH-0826-SM-4WKFD,LUNG
GTEX-WHSB-0326-SM-3LK6K,LUNG
GTEX-XOTO-0011-R5A-SM-4B657,BRAIN
GTEX-13OVJ-1426-SM-5K7Z2,ESOPHAGUS
GTEX-YFC4-2726-SM-5IFJW,OVARY
GTEX-ZPU1-0826-SM-57WG2,LIVER
GTEX-T6MN-0008-SM-4DM7H,SKIN
K-562-SM-5P9HH,BONE MARROW
GTEX-145MG-1526-SM-5Q5EM,SKIN
GTEX-139UC-0011-R7a-SM-5IJCV,BRAIN
GTEX-11NSD-1226-SM-5986Q,ESOPHAGUS
GTEX-12WSA-0226-SM-5BC5V,SKIN
GTEX-146FR-0426-SM-5SI97,ESOPHAGUS
GTEX-1445S-0011-R4a-SM-5PNWN,BRAIN
GTEX-14E7W-2926-SM-5S2R8,BRAIN
GTEX-S32W-1026-SM-4AD5W,ESOPHAGUS
GTEX-13FTW-1326-SM-5LZZD,TESTIS
GTEX-ZVZQ-0326-SM-59HLL,SKIN
GTEX-YECK-1626-SM-5IFHQ,ESOPHAGUS
GTEX-X585-0011-R10A-SM-46MUY,BRAIN
GTEX-13SLW-0011-R6a-SM-5O9BH,BRAIN
GTEX-13OW8-1726-SM-5L3GO,LUNG
GTEX-WHSB-0426-SM-4M1XI,ESOPHAGUS
GTEX-Q2AG-1326-SM-43V8K,ESOPHAGUS
GTEX-ZG7Y-1026-SM-4WWDG,LUNG
GTEX-ZT9X-0008-SM-4YCD7,SKIN
GTEX-ZAB5-0826-SM-5P9FU,PANCREAS
GTEX-13113-0626-SM-5GCP2,ESOPHAGUS
GTEX-12WSN-0626-SM-5BC61,LUNG
K-562-SM-2S1OR,BONE MARROW
GTEX-WHSE-0011-R4A-SM-3P5ZN,BRAIN
GTEX-NPJ8-0011-R11A-SM-2YUMS,BRAIN
GTEX-11OF3-0008-SM-5S2NH,SKIN
GTEX-12KS4-0926-SM-5BC5S,ESOPHAGUS
GTEX-X4XX-0126-SM-3NMC2,SKIN
GTEX-ZYFG-0626-SM-5GZYA,THYROID
GTEX-ZVZQ-0011-R1a-SM-57WBU,BRAIN
GTEX-11WQK-2726-SM-5EQMU,PROSTATE
GTEX-13JVG-0926-SM-5IJE1,THYROID
GTEX-ZP4G-0426-SM-4YCER,PANCREAS
GTEX-ZUA1-2726-SM-59HLJ,TESTIS
GTEX-RNOR-0011-R1A-SM-2TF5D,BRAIN
GTEX-X3Y1-1326-SM-4PQZB,ESOPHAGUS
GTEX-133LE-0326-SM-5P9G4,THYROID
GTEX-XLM4-0011-R6A-SM-4AT4B,BRAIN
GTEX-145MH-1226-SM-5RQJT,ESOPHAGUS
GTEX-14E6C-0926-SM-5S2V9,ESOPHAGUS
GTEX-131YS-0011-R4a-SM-5DUVL,BRAIN
GTEX-11VI4-0826-SM-5GU5N,ESOPHAGUS
GTEX-ZVZQ-0011-R5b-SM-57WDC,BRAIN
GTEX-XBEW-1426-SM-4AT4J,ESOPHAGUS
GTEX-12WSH-0011-R11a-SM-5LZVM,BRAIN
GTEX-145LU-0011-R6a-SM-5S2V6,BRAIN
GTEX-148VJ-1026-SM-5LU98,ESOPHAGUS
GTEX-117YX-2026-SM-5GIEF,TESTIS
GTEX-WYVS-0226-SM-4ONDK,ADRENAL GLAND
GTEX-Y111-1926-SM-4SOIS,THYROID
GTEX-1211K-1926-SM-5EQLB,BREAST
GTEX-1399R-0426-SM-5IJE3,PANCREAS
GTEX-PX3G-0726-SM-48TZT,ESOPHAGUS
GTEX-13SLW-0011-R9a-SM-5O9BT,BRAIN
GTEX-RVPU-0011-R6A-SM-2XCAC,BRAIN
GTEX-12WSE-0011-R10b-SM-5P9JV,BRAIN
GTEX-YFC4-1426-SM-5IFJG,BREAST
GTEX-WWYW-2826-SM-4MVOQ,UTERUS
GTEX-11EMC-3326-SM-5P9JH,BRAIN
GTEX-11EM3-1726-SM-5N9D1,OVARY
GTEX-YEC4-1526-SM-4W1YU,TESTIS
GTEX-12WS9-2926-SM-5EGL8,BRAIN
GTEX-117YW-0126-SM-5EGGN,THYROID
GTEX-13O3O-0011-R2b-SM-5P9H1,BRAIN
GTEX-12WSH-3026-SM-5CVNI,BRAIN
GTEX-S341-0626-SM-4AD5T,STOMACH
GTEX-13FHO-0226-SM-5IFGY,SKIN
GTEX-WY7C-0726-SM-4ONCB,LIVER
GTEX-T6MO-0226-SM-32QOL,THYROID
GTEX-X4XX-0011-R6B-SM-46MWP,BRAIN
GTEX-ZDXO-0011-R7a-SM-4WWCU,BRAIN
GTEX-PLZ4-0126-SM-2S1OG,SKIN
GTEX-RVPV-0011-R3A-SM-2TF63,BRAIN
GTEX-11ZTS-0011-R8a-SM-57WDI,BRAIN
GTEX-RNOR-0011-R1A-SM-5SI8F,BRAIN
K-562-SM-48U2C,BONE MARROW
GTEX-X585-1226-SM-46MW7,ESOPHAGUS
GTEX-YEC3-2526-101809-SM-5CVLT,ESOPHAGUS
K-562-SM-5GZZE,BONE MARROW
GTEX-XBEW-1126-SM-4QARW,SKIN
GTEX-T8EM-0226-SM-3DB7C,THYROID
GTEX-WFG8-0326-SM-4LVN4,PANCREAS
GTEX-12ZZX-1126-SM-5EGKB,BREAST
GTEX-TSE9-0011-R11A-SM-3DB7N,BRAIN
GTEX-14C38-0826-SM-5S2U8,THYROID
GTEX-WI4N-1826-SM-4OOSF,PANCREAS
GTEX-XQ8I-2026-SM-4BOOL,STOMACH
GTEX-ZDYS-2426-SM-4WKGI,SKIN
GTEX-QVJO-0011-R1A-SM-2S1QI,BRAIN
GTEX-WFG8-1226-SM-4V6EI,ESOPHAGUS
GTEX-13PVR-1826-SM-5Q5CC,ESOPHAGUS
GTEX-12ZZZ-1326-SM-59HKW,LIVER
GTEX-Q2AH-0726-SM-2I3EA,THYROID
GTEX-13OW7-2926-SM-5MR3Z,BRAIN
GTEX-13O3Q-0011-R3a-SM-5P9H3,BRAIN
GTEX-13W3W-1626-SM-5LU35,ESOPHAGUS
GTEX-WFG8-0008-SM-4LVN6,SKIN
GTEX-U412-0426-SM-3DB9O,SKIN
GTEX-R55F-0126-SM-48FCK,SKIN
GTEX-11ZUS-0011-R11b-SM-5BC7B,BRAIN
GTEX-13QJC-0011-R8b-SM-5S2U6,BRAIN
GTEX-111YS-2026-SM-5EGGL,TESTIS
K-562-SM-26GMQ,BONE MARROW
GTEX-1399U-0226-SM-5P9J2,ADRENAL GLAND
GTEX-T5JC-0011-R9A-SM-32PLV,BRAIN
GTEX-13VXT-1926-SM-5K7UO,SKIN
GTEX-11DXY-0426-SM-5H12R,THYROID
GTEX-13NYB-0126-SM-5J1MD,SKIN
GTEX-RNOR-0011-R7A-SM-2TF4V,BRAIN
GTEX-Y114-2026-SM-4TT7L,BREAST
GTEX-RTLS-0926-SM-2TF5X,LUNG
GTEX-R45C-0008-SM-48FF2,SKIN
GTEX-13N1W-0126-SM-5K7VT,SKIN
GTEX-NPJ7-0011-R4a-SM-2I3GJ,BRAIN
GTEX-WFG7-2026-SM-5SI7P,SKIN
GTEX-ZC5H-2626-SM-5J2MG,BREAST
GTEX-OXRL-0126-SM-2YUMP,SKIN
GTEX-ZDXO-3126-SM-5IJDF,SKIN
GTEX-145MO-1426-SM-5Q5BS,ESOPHAGUS
GTEX-131YS-2826-SM-5EQ47,SKIN
K-562-SM-5NQ6M,BONE MARROW
GTEX-13OVJ-0126-SM-5KM36,SKIN
GTEX-13O3Q-0011-R7a-SM-5KM38,BRAIN
GTEX-ZC5H-0826-SM-5N9FH,PANCREAS
GTEX-TMMY-0008-SM-4DXU3,SKIN
GTEX-Y111-2026-SM-4SOJA,BREAST
GTEX-13FHO-0926-SM-5N9EW,THYROID
GTEX-OHPN-2526-SM-2I5H3,BRAIN
GTEX-R55G-0326-SM-48FDM,PANCREAS
GTEX-14DAQ-1826-SM-5S2VV,ADRENAL GLAND
GTEX-S33H-1626-SM-4AD68,LIVER
GTEX-145MO-1526-SM-5QGQC,ESOPHAGUS
GTEX-14DAR-0726-SM-5RQIA,ESOPHAGUS
GTEX-13O1R-1326-SM-5IJF5,ESOPHAGUS
GTEX-148VI-0226-SM-5RQKA,LUNG
GTEX-12ZZZ-0011-R4b-SM-5DUV7,BRAIN
GTEX-XK95-2726-SM-4V6G6,TESTIS
GTEX-13JUV-0526-SM-5K7XE,LUNG
GTEX-13O61-2126-SM-5IJEO,PANCREAS
GTEX-145MN-1326-SM-5NQ9S,STOMACH
GTEX-1399S-0326-SM-5IFFS,PANCREAS
GTEX-T5JW-1526-SM-4DM5E,UTERUS
GTEX-117YW-1526-SM-5EGGP,TESTIS
GTEX-Q2AG-0126-SM-2HMLB,SKIN
GTEX-ZV68-0011-R7a-SM-51MT4,BRAIN
GTEX-SNMC-0426-SM-4DM5Y,ESOPHAGUS
GTEX-1314G-1226-SM-5BC6D,BREAST
GTEX-ZP4G-0726-SM-4WWF2,UTERUS
GTEX-13OVI-2426-SM-5KM4J,STOMACH
GTEX-ZTSS-0626-SM-59867,ESOPHAGUS
GTEX-ZDTT-0426-SM-4WKFL,SKIN
GTEX-13IVO-0011-R5a-SM-5L3CY,BRAIN
GTEX-13112-0011-R1b-SM-5HL7K,BRAIN
GTEX-131XE-1526-SM-5KM1A,ESOPHAGUS
GTEX-WY7C-0826-SM-4ONCG,ESOPHAGUS
GTEX-ZZPT-1426-SM-5N9C5,ESOPHAGUS
K-562-SM-2XCBH,BONE MARROW
GTEX-Y8LW-0526-SM-4VDS7,ESOPHAGUS
GTEX-OHPM-0008-SM-4E3IP,SKIN
GTEX-U3ZM-0926-SM-4DXSW,PROSTATE
K-562-SM-51MQT,BONE MARROW
GTEX-YJ8A-0426-SM-5IFID,SKIN
GTEX-NPJ7-0011-R10A-SM-2I3E5,BRAIN
GTEX-ZV68-0008-SM-4YCCV,SKIN
GTEX-P4QR-1026-SM-2I5GP,LUNG
GTEX-11ILO-0008-SM-5QGR9,SKIN
GTEX-T2IS-0626-SM-32QP6,THYROID
K-562-SM-2D7VW,BONE MARROW
GTEX-YFC4-0011-R3a-SM-4RGLP,BRAIN
GTEX-RN64-1826-SM-48FDV,LIVER
GTEX-T5JC-0011-R11A-SM-32PMB,BRAIN
GTEX-ZDXO-2126-SM-4WKFI,BRAIN
GTEX-N7MS-0126-SM-3TW8O,TESTIS
GTEX-11GSP-2526-SM-5N9BP,SKIN
GTEX-XPVG-2026-SM-4B65E,PROSTATE
GTEX-13CF2-2526-SM-5LZYX,SKIN
