,sample_type
GTEX-T2IS-0926-SM-4DM5B,TISSUE
GTEX-11TUW-2026-SM-5EQL8,TISSUE
GTEX-13OW5-2826-SM-5KM1G,TISSUE
GTEX-148VJ-1526-SM-5Q5DU,TISSUE
GTEX-11XUK-0126-SM-5CVLK,TISSUE
GTEX-13OW8-1026-SM-5J1NQ,TISSUE
GTEX-111YS-2026-SM-5EGGL,TISSUE
GTEX-13113-1226-SM-5EGHT,TISSUE
GTEX-117YX-0226-SM-5EGH6,TISSUE
GTEX-13N11-0726-SM-5L3DP,TISSUE
GTEX-S7SF-0006-SM-3K2B6,TISSUE
GTEX-13O3Q-0011-R6a-SM-5KM2V,TISSUE
GTEX-ZPU1-0226-SM-4WWC9,TISSUE
GTEX-13O3O-0011-R3b-SM-5KM3R,TISSUE
GTEX-XQ8I-0008-SM-4WAWM,TISSUE
GTEX-13FHP-1026-SM-5K7Y2,TISSUE
GTEX-11H98-0011-R10b-SM-5NQ98,TISSUE
GTEX-SIU7-1526-SM-4BRWQ,TISSUE
GTEX-RWS6-0008-SM-47JYV,TISSUE
GTEX-S95S-1426-SM-2XCDM,TISSUE
GTEX-13FTW-1026-SM-5L3E3,TISSUE
GTEX-11P82-0126-SM-5HL72,TISSUE
K-562-SM-5K7ZB,TISSUE
GTEX-13O61-0426-SM-5L3ET,TISSUE
GTEX-139TT-0326-SM-5IJC3,TISSUE
GTEX-QCQG-1626-SM-48U26,TISSUE
GTEX-Q734-0426-SM-48TZX,TISSUE
GTEX-QESD-1526-SM-2S1QT,TISSUE
GTEX-ZV7C-1626-SM-5NQ7E,TISSUE
GTEX-14E6C-0926-SM-5S2V9,TISSUE
GTEX-12KS4-1026-SM-5FQTD,TISSUE
GTEX-12ZZX-2026-SM-5LZV9,TISSUE
GTEX-XGQ4-0826-SM-4AT4T,TISSUE
GTEX-13JVG-0011-R3b-SM-5LZXF,TISSUE
GTEX-WYJK-2426-SM-4ONDQ,TISSUE
GTEX-Q2AH-0926-SM-48TZK,TISSUE
GTEX-13OVH-0426-SM-5K7UC,TISSUE
GTEX-ZLV1-1526-SM-4WWBC,TISSUE
GTEX-131YS-3226-SM-5IFGV,TISSUE
GTEX-13OW5-0926-SM-5L3GZ,TISSUE
GTEX-XMD2-1326-SM-4YCET,TISSUE
GTEX-S4Z8-0426-SM-3K2AH,TISSUE
GTEX-PX3G-2426-SM-48TZZ,TISSUE
GTEX-13FLV-1226-SM-5IJBZ,TISSUE
GTEX-SE5C-1326-SM-4BRUH,TISSUE
GTEX-ZLWG-0004-SM-4WWD5,TISSUE
GTEX-ZYWO-2326-SM-5GZY4,TISSUE
GTEX-TMKS-0005-SM-5SI7W,TISSUE
GTEX-XMD1-0011-R11A-SM-4AT5J,TISSUE
GTEX-13JUV-2926-SM-5LZX7,TISSUE
GTEX-U3ZM-1126-SM-4DXUB,TISSUE
GTEX-R53T-0726-SM-48FCS,TISSUE
GTEX-U4B1-0526-SM-4DXTK,TISSUE
GTEX-11OF3-2226-SM-5986F,TISSUE
GTEX-Y111-1826-SM-4SOIR,TISSUE
GTEX-13PVQ-0526-SM-5LU8Q,TISSUE
GTEX-SUCS-1326-SM-4DM5T,TISSUE
GTEX-12BJ1-0226-SM-5LUA2,TISSUE
GTEX-13FXS-0011-R5b-SM-5LZYE,TISSUE
GTEX-11NUK-0526-SM-5A5L5,TISSUE
GTEX-S33H-0826-SM-4AD5Y,TISSUE
GTEX-QDVN-0008-SM-48U2D,TISSUE
GTEX-ZTPG-0126-SM-5O9AL,TISSUE
GTEX-R53T-1026-SM-48FCO,TISSUE
GTEX-12ZZW-2426-SM-5DUWE,TISSUE
GTEX-QCQG-0426-SM-48U29,TISSUE
GTEX-12WSD-0826-SM-5GCNE,TISSUE
GTEX-111YS-1726-SM-5GIED,TISSUE
GTEX-13PL6-1026-SM-5L3E5,TISSUE
GTEX-Q734-0826-SM-48U1G,TISSUE
GTEX-1211K-0008-SM-5S2W1,TISSUE
GTEX-PWCY-1426-SM-48TCT,TISSUE
GTEX-13FHO-0011-R11b-SM-5LZYQ,TISSUE
GTEX-ZF2S-2326-SM-4WWCE,TISSUE
GTEX-13SLX-0426-SM-5QGRC,TISSUE
GTEX-QXCU-0926-SM-48FEP,TISSUE
GTEX-Q734-1026-SM-48U16,TISSUE
GTEX-T5JW-0008-SM-4DM5X,TISSUE
GTEX-14BIM-2626-SM-5S2OF,TISSUE
GTEX-QDVJ-1826-SM-2S1P3,TISSUE
GTEX-S7SF-0526-SM-3K2BC,TISSUE
GTEX-12WSC-0826-SM-5EQ5Q,TISSUE
GTEX-12WSF-0011-R10a-SM-5LZVH,TISSUE
GTEX-X261-0526-SM-4PQYS,TISSUE
GTEX-YFC4-1226-SM-5LU9R,TISSUE
GTEX-11LCK-2426-SM-5HL5F,TISSUE
GTEX-T5JW-0926-SM-4DM5K,TISSUE
GTEX-132AR-2426-SM-5IFFD,TISSUE
GTEX-131XH-0426-SM-5DUWU,TISSUE
GTEX-13OW5-0326-SM-5L3HK,TISSUE
GTEX-145LV-1026-SM-5O9AE,TISSUE
GTEX-S32W-1326-SM-4AD5Q,TISSUE
GTEX-12BJ1-1526-SM-5LUAQ,TISSUE
GTEX-131XG-0526-SM-5DUWF,TISSUE
GTEX-13O21-0726-SM-5L3EG,TISSUE
GTEX-13RTJ-2226-SM-5S2Q1,TISSUE
GTEX-O5YT-0226-SM-32PK5,TISSUE
GTEX-T2IS-2226-SM-4DM65,TISSUE
GTEX-XUZC-0726-SM-4BOPH,TISSUE
GTEX-14E6E-1526-SM-5RQIG,TISSUE
GTEX-XQ3S-1426-SM-4BOPR,TISSUE
GTEX-XQ3S-1726-SM-4BOOD,TISSUE
GTEX-13RTJ-3126-SM-5S2Q4,TISSUE
GTEX-12ZZZ-0526-SM-5DUX6,TISSUE
GTEX-S4UY-0006-SM-3K2A7,TISSUE
GTEX-XQ3S-2526-SM-4BOOG,TISSUE
GTEX-WZTO-0926-SM-4PQZ3,TISSUE
GTEX-11VI4-0226-SM-5GU6C,TISSUE
GTEX-145ME-0326-SM-5S2QO,TISSUE
GTEX-X15G-0426-SM-4PQZ6,TISSUE
GTEX-QESD-2026-SM-447BI,TISSUE
GTEX-P4PP-0326-SM-33HC4,TISSUE
GTEX-OHPK-0526-SM-2HMJB,TISSUE
GTEX-N7MS-0011-R3a-SM-33HC6,TISSUE
GTEX-WFON-0426-SM-5S2T1,TISSUE
GTEX-NL4W-0006-SM-2I3GH,TISSUE
GTEX-QDT8-0011-R6A-SM-32PKI,TISSUE
GTEX-ZE7O-2426-SM-57WD7,TISSUE
GTEX-QMRM-0526-SM-2I5GA,TISSUE
GTEX-QDT8-0426-SM-32PKZ,TISSUE
GTEX-OIZG-0726-SM-33HBL,TISSUE
GTEX-S4Q7-0008-SM-3NM8A,TISSUE
GTEX-PVOW-0126-SM-2XCFA,TISSUE
GTEX-QDT8-0011-R7A-SM-32PKF,TISSUE
GTEX-WL46-0326-SM-3LK6Y,TISSUE
GTEX-PLZ6-0006-SM-33HBZ,TISSUE
GTEX-139UW-0011-R11a-SM-5IJGN,TISSUE
GTEX-TMMY-0626-SM-33HBD,TISSUE
GTEX-QMR6-0011-R8A-SM-32PKJ,TISSUE
GTEX-QDVJ-0926-SM-2I5FU,TISSUE
GTEX-131XE-0006-SM-5P9F9,TISSUE
GTEX-T2IS-0011-R5A-SM-32QP4,TISSUE
GTEX-OHPL-3026-SM-3MJGS,TISSUE
GTEX-V1D1-0003-SM-3NMDP,TISSUE
GTEX-OXRL-0426-SM-3NM97,TISSUE
GTEX-OXRK-0326-SM-3NB3R,TISSUE
GTEX-12C56-0006-SM-5N9E9,TISSUE
GTEX-SN8G-0426-SM-32PLF,TISSUE
GTEX-WL46-0426-SM-3TW8J,TISSUE
GTEX-ZTTD-0006-SM-51MSJ,TISSUE
GTEX-WWYW-3126-SM-3NB39,TISSUE
GTEX-SNMC-0006-SM-2XCFE,TISSUE
GTEX-O5YW-3026-SM-3MJHI,TISSUE
GTEX-13S7M-0011-R3a-SM-5PNX2,TISSUE
GTEX-13X6K-1826-SM-5O9CR,TISSUE
GTEX-139TS-0011-R2b-SM-5J1MX,TISSUE
GTEX-YEC4-1526-SM-4W1YU,TISSUE
GTEX-WHPG-0004-SM-3NMDO,TISSUE
GTEX-Q2AH-1126-SM-48TZM,TISSUE
GTEX-11O72-0006-SM-5O9DB,TISSUE
GTEX-Y114-1726-SM-4TT7U,TISSUE
GTEX-NPJ8-2126-SM-3MJGK,TISSUE
GTEX-WZTO-1026-SM-3NM9P,TISSUE
GTEX-ZEX8-1426-SM-4WKHQ,TISSUE
GTEX-UJMC-1826-SM-3GADT,TISSUE
GTEX-Y8LW-0426-SM-4VBQ6,TISSUE
GTEX-S32W-0326-SM-2XCBI,TISSUE
GTEX-V955-2626-SM-3NM9F,TISSUE
GTEX-13OVJ-2326-SM-5IJGA,TISSUE
GTEX-X4EP-0011-R1A-SM-3P624,TISSUE
GTEX-PLZ5-0326-SM-3P614,TISSUE
GTEX-1399R-0426-SM-5IJE3,TISSUE
GTEX-ZTX8-0008-SM-4YCDV,TISSUE
GTEX-Y3I4-1026-SM-4TT2C,TISSUE
K-562-SM-3GADY,TISSUE
GTEX-RN64-0626-SM-2TC5V,TISSUE
GTEX-ZF29-2026-SM-4WWB7,TISSUE
GTEX-11EMC-0002-SM-5Q5DO,TISSUE
GTEX-13S86-0326-SM-5SI6K,TISSUE
GTEX-14DAR-0006-SM-5N9GC,TISSUE
GTEX-ZXES-0826-SM-5E43C,TISSUE
GTEX-13OW6-0005-SM-5NQ9Z,TISSUE
GTEX-ZUA1-0011-R10a-SM-51MT6,TISSUE
GTEX-13S7M-0226-SM-5S2UG,TISSUE
GTEX-O5YW-0008-SM-4E3IE,TISSUE
GTEX-145MO-2326-SM-5NQ9K,TISSUE
GTEX-ZAB5-1226-SM-5P9FY,TISSUE
GTEX-OHPL-1026-SM-3MJGI,TISSUE
GTEX-T6MN-0011-R4A-SM-32QPG,TISSUE
GTEX-N7MT-1126-SM-2YUNQ,TISSUE
GTEX-RWS6-0005-SM-2XCAN,TISSUE
GTEX-P78B-1826-SM-3P5YX,TISSUE
GTEX-13D11-2726-SM-5K7V7,TISSUE
GTEX-Y3I4-0526-SM-4TT6X,TISSUE
GTEX-12584-0005-SM-5N9GM,TISSUE
GTEX-R55G-0006-SM-2TC6O,TISSUE
GTEX-RU1J-1726-SM-2TF5S,TISSUE
GTEX-11DXZ-2126-SM-59881,TISSUE
GTEX-ZZPT-1326-SM-5E43H,TISSUE
GTEX-XXEK-0005-SM-4BRWJ,TISSUE
GTEX-P44G-0011-R5A-SM-2I3FA,TISSUE
GTEX-X3Y1-0426-SM-3P5Z4,TISSUE
GTEX-148VJ-2926-SM-5Q5DA,TISSUE
GTEX-Y3I4-1926-SM-4TT8L,TISSUE
GTEX-YEC3-0626-SM-5IFHZ,TISSUE
GTEX-ZVT4-0008-SM-57WCA,TISSUE
GTEX-WHPG-1426-SM-3NMBB,TISSUE
GTEX-139T6-2026-SM-5IFFL,TISSUE
GTEX-1399R-0226-SM-5IJGG,TISSUE
GTEX-RU72-0011-R11A-SM-2TF6J,TISSUE
GTEX-13FHP-2826-SM-5IJFW,TISSUE
GTEX-12WSJ-0826-SM-5PNWV,TISSUE
GTEX-T5JC-0526-SM-32PM7,TISSUE
GTEX-XMK1-1326-SM-4B65Q,TISSUE
GTEX-T2YK-0005-SM-32QOV,TISSUE
GTEX-RU1J-0226-SM-2TF5Y,TISSUE
GTEX-13O3Q-0011-R10b-SM-5KM39,TISSUE
GTEX-1211K-0226-SM-59HJY,TISSUE
GTEX-145MH-3026-SM-5Q5DZ,TISSUE
GTEX-ZYT6-1626-SM-5E45R,TISSUE
GTEX-ZPIC-1626-SM-57WEB,TISSUE
GTEX-11EI6-2226-SM-5EGJM,TISSUE
GTEX-Y8DK-0011-R6A-SM-4V6EG,TISSUE
GTEX-POMQ-0626-SM-3P61E,TISSUE
GTEX-11EM3-0326-SM-5A5KJ,TISSUE
GTEX-OXRL-0326-SM-2I3F2,TISSUE
GTEX-13FH7-0126-SM-5KLZ1,TISSUE
GTEX-145MG-1526-SM-5Q5EM,TISSUE
GTEX-13JVG-0426-SM-5MR59,TISSUE
GTEX-145MH-0626-SM-5NQAK,TISSUE
GTEX-XYKS-2726-SM-4E3IC,TISSUE
GTEX-13FTW-0526-SM-5IFIP,TISSUE
GTEX-P78B-0726-SM-2S1O2,TISSUE
GTEX-OOBK-0226-SM-2YUMF,TISSUE
GTEX-11VI4-1226-SM-5EQMP,TISSUE
GTEX-RU1J-0006-SM-2TF6M,TISSUE
GTEX-PW2O-0526-SM-2I3DX,TISSUE
GTEX-S33H-2226-SM-5S2UF,TISSUE
GTEX-13W3W-2526-SM-5SI9P,TISSUE
GTEX-Y5V5-2126-SM-4WWFO,TISSUE
GTEX-145MI-0426-SM-5O99V,TISSUE
GTEX-QXCU-0126-SM-2TC5Q,TISSUE
GTEX-1117F-2526-SM-5GZY6,TISSUE
GTEX-13FHP-0126-SM-5IJBG,TISSUE
GTEX-Q734-0526-SM-2I3EH,TISSUE
GTEX-UJHI-1726-SM-3DB9B,TISSUE
GTEX-11GSP-3126-SM-5A5LL,TISSUE
GTEX-13FLV-1126-SM-5J2NO,TISSUE
GTEX-RNOR-0526-SM-2TF4O,TISSUE
GTEX-13X6J-3126-SM-5Q5EJ,TISSUE
GTEX-RWS6-0526-SM-4GIAJ,TISSUE
GTEX-13O21-0326-SM-5J1N9,TISSUE
GTEX-13OW7-2926-SM-5MR3Z,TISSUE
GTEX-13OW8-1526-SM-5K7V2,TISSUE
GTEX-ZLFU-2126-SM-4WWEV,TISSUE
GTEX-11I78-1626-SM-5A5M2,TISSUE
GTEX-133LE-1426-SM-5IFH1,TISSUE
GTEX-ZQUD-1226-SM-51MSP,TISSUE
GTEX-WOFM-0626-SM-4OOS3,TISSUE
GTEX-ZQUD-0003-SM-4YCD3,TISSUE
GTEX-11NUK-1726-SM-5A5L2,TISSUE
GTEX-ZXG5-0226-SM-59HJI,TISSUE
GTEX-13NYB-0726-SM-5MR4J,TISSUE
GTEX-131XG-1726-SM-5LZUR,TISSUE
GTEX-REY6-0426-SM-2TF5G,TISSUE
GTEX-TSE9-2626-SM-4DXV2,TISSUE
GTEX-13112-0011-R7b-SM-5DUVW,TISSUE
GTEX-13112-0011-R1b-SM-5HL7K,TISSUE
GTEX-ZP4G-2226-SM-57WFB,TISSUE
GTEX-R55F-0011-R6A-SM-2TF4L,TISSUE
GTEX-Z93S-2926-SM-57WB9,TISSUE
GTEX-PVOW-0426-SM-5N9DW,TISSUE
GTEX-13SLW-0126-SM-5SI6C,TISSUE
GTEX-ZEX8-1026-SM-4WKHE,TISSUE
GTEX-13O21-0426-SM-5K7VR,TISSUE
GTEX-13OVH-3026-SM-5MR4N,TISSUE
GTEX-139TS-1726-SM-5IJG5,TISSUE
GTEX-11I78-2426-SM-5A5K9,TISSUE
GTEX-11ZVC-1426-SM-5EGGA,TISSUE
GTEX-VUSG-1226-SM-4KKZF,TISSUE
GTEX-X4XY-0011-R10B-SM-46MWS,TISSUE
GTEX-XUYS-0002-SM-47JXL,TISSUE
GTEX-ZF29-0926-SM-4WKFZ,TISSUE
GTEX-11WQK-1026-SM-5EQLX,TISSUE
GTEX-ZYWO-1726-SM-5E44T,TISSUE
GTEX-WEY5-2226-SM-3GILQ,TISSUE
GTEX-117YX-2426-SM-5GZZJ,TISSUE
GTEX-13NZ9-0726-SM-5J1ME,TISSUE
GTEX-12ZZY-0226-SM-5LZVE,TISSUE
GTEX-YB5E-2126-SM-5IFI7,TISSUE
GTEX-ZVP2-0726-SM-59HKY,TISSUE
GTEX-Z9EW-0426-SM-5CVM9,TISSUE
GTEX-VUSG-1426-SM-3GIJN,TISSUE
GTEX-11DXZ-2526-SM-5N9BG,TISSUE
GTEX-RU72-0011-R8A-SM-2TF61,TISSUE
GTEX-11P81-2726-SM-59876,TISSUE
GTEX-139UC-0011-R8b-SM-5IJCL,TISSUE
GTEX-13PL7-1026-SM-5MR5C,TISSUE
GTEX-ZYFC-0926-SM-5GZWW,TISSUE
GTEX-147F4-2826-SM-5NQBN,TISSUE
K-562-SM-47JYY,TISSUE
GTEX-13O1R-0011-R9b-SM-5KM33,TISSUE
GTEX-11WQC-2726-SM-5CVLG,TISSUE
GTEX-TMMY-1126-SM-4DXSX,TISSUE
GTEX-TKQ2-1726-SM-4DXUP,TISSUE
GTEX-145MN-2226-SM-5SIAU,TISSUE
GTEX-11DXW-0006-SM-5NQ7Y,TISSUE
GTEX-XMK1-0626-SM-4B65A,TISSUE
GTEX-ZTSS-1126-SM-5985O,TISSUE
GTEX-1399Q-2326-SM-5KM2X,TISSUE
GTEX-139T4-0126-SM-5HL5G,TISSUE
GTEX-ZXES-2026-SM-5NQ6R,TISSUE
GTEX-SJXC-1126-SM-4DM6Y,TISSUE
GTEX-14C5O-2826-SM-5RQI6,TISSUE
GTEX-WFG7-0326-SM-3GILI,TISSUE
GTEX-XXEK-0926-SM-4BRWH,TISSUE
GTEX-12ZZY-0011-R7a-SM-5EGLB,TISSUE
GTEX-145MN-1926-SM-5SIAI,TISSUE
GTEX-13113-0006-SM-5NQ7X,TISSUE
GTEX-12WS9-0011-R3a-SM-5CVNF,TISSUE
GTEX-12584-0326-SM-59HK2,TISSUE
GTEX-QDT8-0006-SM-5SI8N,TISSUE
GTEX-WFG7-2226-SM-3GIKP,TISSUE
GTEX-WYVS-1226-SM-4ONCL,TISSUE
GTEX-144GM-1626-SM-5O9AG,TISSUE
GTEX-SSA3-0008-SM-47JWJ,TISSUE
GTEX-13FTX-1226-SM-5IFGN,TISSUE
GTEX-111YS-0926-SM-5EGGI,TISSUE
GTEX-11ZTS-1026-SM-5LU8O,TISSUE
GTEX-SNOS-0008-SM-4DM6I,TISSUE
GTEX-ZQG8-1526-SM-5HL65,TISSUE
GTEX-V1D1-0326-SM-4JBIY,TISSUE
GTEX-X88G-0326-SM-47JZ4,TISSUE
GTEX-ZAB4-1826-SM-5HL8O,TISSUE
GTEX-XOT4-0326-SM-4B66S,TISSUE
GTEX-SNMC-0526-SM-4DM69,TISSUE
GTEX-13QJC-0826-SM-5RQKC,TISSUE
GTEX-11P7K-0008-SM-5S2O5,TISSUE
GTEX-12WSL-1826-SM-5LZW9,TISSUE
GTEX-Z93S-0926-SM-5HL8B,TISSUE
GTEX-12WSB-2426-SM-5EGJC,TISSUE
GTEX-13D11-2326-SM-5IJCY,TISSUE
GTEX-1399T-2726-SM-5K7XK,TISSUE
GTEX-13QBU-1126-SM-5LU44,TISSUE
GTEX-R55E-0006-SM-2TC5G,TISSUE
GTEX-XQ8I-0006-SM-4BOQ5,TISSUE
GTEX-13S86-2326-SM-5RQK1,TISSUE
GTEX-1313W-0826-SM-5EQ4T,TISSUE
GTEX-WYJK-2026-SM-4ONDE,TISSUE
GTEX-144FL-2326-SM-5LUAC,TISSUE
GTEX-S7SE-0011-R8A-SM-2XCDG,TISSUE
GTEX-12WSD-0011-R7b-SM-5PNWE,TISSUE
GTEX-XV7Q-0826-SM-4BRV7,TISSUE
GTEX-13FHP-0011-R1b-SM-5K7XL,TISSUE
GTEX-1399R-2526-SM-5IFG2,TISSUE
GTEX-117YX-1926-SM-5GIEC,TISSUE
GTEX-12WSM-0011-R3b-SM-5LZWI,TISSUE
GTEX-RWS6-0826-SM-47JXF,TISSUE
GTEX-13113-1426-SM-5EGHU,TISSUE
GTEX-S7SF-0226-SM-5SI7H,TISSUE
GTEX-11WQC-0011-R8b-SM-57WCH,TISSUE
GTEX-ZEX8-1626-SM-4WKG7,TISSUE
GTEX-11NV4-1126-SM-5HL6J,TISSUE
GTEX-11DXY-1426-SM-5N9CN,TISSUE
GTEX-11GSP-0226-SM-5A5KV,TISSUE
GTEX-ZTTD-1126-SM-51MRP,TISSUE
GTEX-X585-3026-SM-46MWF,TISSUE
GTEX-1117F-0626-SM-5N9CS,TISSUE
GTEX-PVOW-1026-SM-5NQ7M,TISSUE
GTEX-Z9EW-1626-SM-5CVMN,TISSUE
GTEX-ZDXO-2926-SM-4WKFM,TISSUE
GTEX-ZVT2-0926-SM-5GICE,TISSUE
GTEX-1269C-0126-SM-5EQ5L,TISSUE
GTEX-12WSF-0011-R4b-SM-5HL88,TISSUE
GTEX-ZYFG-0226-SM-5GIDT,TISSUE
GTEX-1313W-3026-SM-5LZUZ,TISSUE
GTEX-13112-0011-R5b-SM-5DUV8,TISSUE
GTEX-13CIG-0011-R8b-SM-5LZX5,TISSUE
GTEX-145MO-0326-SM-5Q5B3,TISSUE
GTEX-117YW-0008-SM-5QGRD,TISSUE
GTEX-PW2O-0126-SM-48TC8,TISSUE
GTEX-ZVZO-0126-SM-5A5L9,TISSUE
GTEX-R55E-0326-SM-48FD2,TISSUE
GTEX-11ZUS-0006-SM-5O9AJ,TISSUE
GTEX-147GR-2826-SM-5RQK8,TISSUE
GTEX-146FH-0526-SM-5QGQ3,TISSUE
GTEX-WFG8-0326-SM-4LVN4,TISSUE
GTEX-U3ZM-1626-SM-4DXSK,TISSUE
GTEX-WFON-1726-SM-4LVMQ,TISSUE
GTEX-11PRG-0326-SM-5GU53,TISSUE
GTEX-S33H-0008-SM-4AD6C,TISSUE
GTEX-TSE9-0005-SM-4DXUF,TISSUE
GTEX-1117F-0426-SM-5EGHI,TISSUE
GTEX-11DXX-0426-SM-5EQ5F,TISSUE
GTEX-13NZ8-1226-SM-5KM4A,TISSUE
GTEX-XUW1-0726-SM-4BOP5,TISSUE
GTEX-14BIN-0011-R7b-SM-5S2RI,TISSUE
GTEX-14AS3-2126-SM-5S2MK,TISSUE
GTEX-ZVE2-1226-SM-5NQ8R,TISSUE
GTEX-ZVT3-2726-SM-5GU5X,TISSUE
GTEX-13O3O-0126-SM-5KM4E,TISSUE
GTEX-13OW7-0826-SM-5L3EL,TISSUE
GTEX-PWCY-0726-SM-48TCS,TISSUE
GTEX-12ZZX-1226-SM-5EGHS,TISSUE
GTEX-12ZZZ-0226-SM-59HKU,TISSUE
GTEX-Y111-1626-SM-57WCY,TISSUE
GTEX-12WSM-0626-SM-5GCOK,TISSUE
GTEX-14AS3-0226-SM-5Q5B6,TISSUE
GTEX-13O3P-1126-SM-5L3FG,TISSUE
GTEX-X3Y1-1226-SM-4PQZ8,TISSUE
GTEX-12WSD-1226-SM-5HL9Q,TISSUE
GTEX-Z93S-0011-R5b-SM-4RGNI,TISSUE
GTEX-14BMU-0226-SM-5S2QA,TISSUE
GTEX-139T4-0226-SM-5HL5S,TISSUE
GTEX-S33H-2226-SM-2XCB7,TISSUE
GTEX-145MN-0126-SM-5RQHY,TISSUE
GTEX-13X6I-0626-SM-5QGP9,TISSUE
GTEX-11P7K-1726-SM-5GU6F,TISSUE
GTEX-113IC-0126-SM-5HL6T,TISSUE
GTEX-QLQ7-1026-SM-447BB,TISSUE
GTEX-11OF3-3126-SM-5GU5E,TISSUE
GTEX-QESD-0226-SM-447BH,TISSUE
GTEX-XBEW-0126-SM-4AT66,TISSUE
GTEX-13SLW-0826-SM-5QGP7,TISSUE
GTEX-X4EO-1026-SM-4QARP,TISSUE
GTEX-12WSL-2626-SM-5GCNV,TISSUE
GTEX-XUW1-0005-SM-4BOQ7,TISSUE
GTEX-X5EB-0926-SM-46MVT,TISSUE
GTEX-XLM4-0011-R7A-SM-4AT5L,TISSUE
GTEX-QLQ7-0326-SM-4R1JV,TISSUE
GTEX-145MH-1226-SM-5RQJT,TISSUE
GTEX-14ICL-1226-SM-5S2RD,TISSUE
GTEX-XBEC-0326-SM-4AT4M,TISSUE
GTEX-SNMC-0226-SM-4DM6F,TISSUE
GTEX-13S86-1626-SM-5Q5C5,TISSUE
GTEX-QEL4-0326-SM-3GAE5,TISSUE
GTEX-QEL4-1426-SM-447AC,TISSUE
GTEX-QEG4-0726-SM-4R1JL,TISSUE
GTEX-PWOO-0826-SM-48TCL,TISSUE
GTEX-UJHI-0826-SM-4IHLM,TISSUE
GTEX-SNMC-0926-SM-4DM5U,TISSUE
GTEX-QV44-0626-SM-4R1KJ,TISSUE
GTEX-QVJO-0226-SM-2S1R2,TISSUE
GTEX-UJMC-1026-SM-4IHKN,TISSUE
GTEX-WK11-1126-SM-4OOSJ,TISSUE
GTEX-XLM4-0005-SM-5S2RY,TISSUE
GTEX-NPJ8-0011-R1a-SM-2HMLC,TISSUE
GTEX-TMKS-0126-SM-3DB7S,TISSUE
GTEX-TMMY-0926-SM-4TT1Z,TISSUE
GTEX-QDT8-0011-R3A-SM-32PKR,TISSUE
GTEX-OHPN-0011-R11A-SM-2I5FM,TISSUE
GTEX-P4QR-0726-SM-2I5GO,TISSUE
GTEX-P44H-0526-SM-2XCF1,TISSUE
GTEX-U3ZN-0326-SM-3DB86,TISSUE
GTEX-PLZ6-0426-SM-2I5FG,TISSUE
GTEX-P4QS-1126-SM-3NMD5,TISSUE
GTEX-133LE-0326-SM-5P9G4,TISSUE
GTEX-T2IS-2626-SM-32QPP,TISSUE
GTEX-XBEW-1026-SM-4QARV,TISSUE
GTEX-WWYW-0011-R11A-SM-3NB38,TISSUE
GTEX-WH7G-1126-SM-3NMBK,TISSUE
GTEX-13PVQ-0011-R5b-SM-5O9DI,TISSUE
GTEX-P44G-0626-SM-2I5EO,TISSUE
GTEX-WOFM-0126-SM-3MJFE,TISSUE
GTEX-TKQ2-0004-SM-3NMAC,TISSUE
GTEX-Q2AG-0005-SM-33HBX,TISSUE
K-562-SM-3MJHH,TISSUE
GTEX-OXRL-0626-SM-3NM9C,TISSUE
GTEX-13VXU-1026-SM-5KLZE,TISSUE
GTEX-ZVZQ-0426-SM-59HLT,TISSUE
GTEX-O5YV-0626-SM-3LK64,TISSUE
GTEX-NPJ8-2426-SM-3MJHL,TISSUE
GTEX-YFC4-0011-R1a-SM-4V6EH,TISSUE
GTEX-OHPK-1826-SM-2YUMR,TISSUE
K-562-SM-5CVL5,TISSUE
GTEX-ZUA1-0726-SM-4YCD9,TISSUE
GTEX-Y5LM-0326-SM-4VBRN,TISSUE
GTEX-XPT6-0008-SM-4B64Q,TISSUE
GTEX-13SLX-0011-R10a-SM-5P9HV,TISSUE
GTEX-13O61-0526-SM-5J2M1,TISSUE
GTEX-13PL6-0011-R9b-SM-5O9CH,TISSUE
GTEX-WYVS-2126-SM-3NMA3,TISSUE
GTEX-U3ZM-1226-SM-3DB9G,TISSUE
GTEX-TKQ1-1426-SM-4GICK,TISSUE
GTEX-11ZUS-2826-SM-5EQKW,TISSUE
GTEX-12WSF-0005-SM-5NQAQ,TISSUE
GTEX-13X6I-0011-R8a-SM-5PNZF,TISSUE
GTEX-WHSE-0126-SM-3NMBT,TISSUE
K-562-SM-5GZWN,TISSUE
GTEX-13G51-0005-SM-5N9EP,TISSUE
GTEX-N7MS-0011-R1a-SM-2HMJG,TISSUE
GTEX-ZUA1-0826-SM-4YCDL,TISSUE
GTEX-YFC4-0011-R2a-SM-4V6DZ,TISSUE
GTEX-N7MT-0126-SM-26GMS,TISSUE
GTEX-1399T-1526-SM-5P9J6,TISSUE
GTEX-1128S-2426-SM-5H11B,TISSUE
GTEX-ZT9W-1626-SM-4YCDQ,TISSUE
GTEX-R55G-0826-SM-2TC5U,TISSUE
GTEX-X4EP-0011-R2B-SM-3P625,TISSUE
GTEX-NPJ7-0011-R4a-SM-2I3GJ,TISSUE
GTEX-X3Y1-0626-SM-3P5YS,TISSUE
GTEX-12BJ1-0326-SM-5FQUB,TISSUE
GTEX-12WS9-0006-SM-5O99W,TISSUE
GTEX-P78B-1026-SM-3NMC4,TISSUE
GTEX-P78B-2526-SM-3P5ZY,TISSUE
K-562-SM-51MQT,TISSUE
